ICMMID,Confidence.Factor,Mine_Name,Group_Names,Latitude,Longitude,Asset_Type,Country_Region,Primary_Commodity,Secondary_Commodity,Other_Commodities,Production,Processing,Net_GDP_Decrease,Risk_category
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ICMM06408,Moderate,White Dam Olary,White Dam Olary;White Dam,-32.095,140.578,Mine,Australia,copper,gold,cobalt;iron ore;lanthanides;lithium;nickel;niobium;palladium;platinum;silver;tantalum;tin;uranium,TRUE,NA,56,Elevated
ICMM06409,Very Low,Csa Cobar Mine,NA,-32.167,147.012,Mine,Australia,copper,gold,lead;platinum;tin;zinc,TRUE,NA,56,Elevated
ICMM06411,Very Low,Forrestania Nickel Mine,NA,-32.329,119.283,Mine,Australia,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM06418,Very Low,Mount Hope Mine,NA,-32.913,145.832,Mine,Australia,copper,zinc,NA,TRUE,NA,56,Elevated
ICMM06419,High,Northparkes,Northparkes;Northparkes;Northparkes,-32.911,148.04,Mine,Australia,copper,gold,silver,TRUE,NA,56,Elevated
ICMM06420,Very Low,Goonumbla Northparkes,NA,-32.946,148.099,Mine,Australia,copper,silver,NA,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM06428,Moderate,Ridgeway,Ridgeway;Ridgeway,-33.436,148.975,Mine,Australia,copper,gold,silver,TRUE,NA,56,Elevated
ICMM06429,Very Low,Cadia Hill,NA,-33.456,149.115,Mine,Australia,copper,silver,NA,TRUE,NA,56,Elevated
ICMM06434,High,Ravensthorpe (Bandalup),Ravensthorpe (Bandalup);Ravensthorpe;Ravensthorpe;Ravensthorpe Plant,-33.644,120.398,Mine,Australia,nickel,cobalt,iron ore;copper;zinc,TRUE,NA,22,Moderate
ICMM06439,Moderate,Woodlawn Mine,Woodlawn Mine;Woodlawn;Woodlawn Plant,-35.063,149.57,Mine,Australia,copper,gold,lead;silver;zinc,TRUE,NA,56,Elevated
ICMM06440,High,Kanmantoo,Kanmantoo;Kanmantoo;Kanmantoo,-35.09,139.003,Mine,Australia,copper,gold,silver;lead;bismuth;zinc,TRUE,NA,56,Elevated
ICMM06441,Moderate,Angas,Angas;Angas,-35.252,138.916,Mine,Australia,copper,gold,lead;silver;zinc,TRUE,NA,56,Elevated
ICMM06450,Very Low,Benambra,NA,-36.946,147.899,Mine,Australia,copper,gold,NA,TRUE,NA,56,Elevated
ICMM06457,Very Low,King Island Mines,NA,-40.079,143.999,Mine,Australia,tungsten,NA,NA,TRUE,NA,544,High
ICMM06458,Very Low,Wilson River Cr,NA,-40.863,145.115,Mine,Australia,chromium,NA,NA,TRUE,NA,36,Elevated
ICMM06460,Very Low,Kara,NA,-41.329,146.798,Mine,Australia,tungsten,tin,NA,TRUE,NA,544,High
ICMM06461,Very Low,Kara,NA,-41.346,145.782,Mine,Australia,tungsten,NA,NA,TRUE,NA,544,High
ICMM06462,Moderate,Mt. Bischoff,Mt. Bischoff;Mount Bischoff;Mt Bischoff,-41.423,145.52,Mine,Australia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM06463,Very Low,Cleveland (Foley Zone),NA,-41.463,145.398,Mine,Australia,tungsten,NA,NA,TRUE,NA,544,High
ICMM06466,Very Low,Wharetea Creek,Wharetea Creek;German Terrace,-41.73,171.715,Mine,New Zealand,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06467,High,Rosebery,"Rosebery;Rosebery Mine;Rosebery;Rosebery;Rosebery, Read, Hercules, Mt. Farrell",-41.776,145.543,Mine,Australia,zinc,lead,copper;gold;silver;antimony;bismuth;cadmium,TRUE,NA,51,Elevated
,,,,,,,,,,,,,,
ICMM06473,Very Low,Razorback Tin Mine,NA,-41.896,145.415,Mine,Australia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06475,Moderate,Mount Lyell Project,Mount Lyell Project;Prince Lyell;Mt Lyell,-42.062,145.583,Mine,Australia,copper,gold,silver,TRUE,NA,56,Elevated
ICMM06476,Very Low,Mount Lyell,NA,-42.113,145.548,Mine,Australia,copper,gold,zinc,TRUE,NA,56,Elevated
ICMM06478,Very Low,Taramakau River,NA,-42.571,171.188,Mine,New Zealand,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06479,Very Low,Mt. Lyell,NA,-42.579,145.582,Mine,Australia,copper,gold,NA,TRUE,NA,56,Elevated
ICMM06481,Very Low,Harley's Creek Reef,Harley's Creek Reef;Taipo Gorge Reef,-42.739,171.267,Mine,New Zealand,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06483,Very Low,Glenorchy,NA,-44.852,168.421,Mine,New Zealand,tungsten,NA,NA,TRUE,NA,544,High
ICMM06486,Moderate,"Endeavour 26 North, Northparkes mine","Endeavour 26 North, Northparkes mine;Northparkes",-32.94,148.056,Mine,Australia,copper,gold,silver,TRUE,NA,56,Elevated
ICMM06487,Very Low,"Ironclad Mine, The Ironclad Lode, Finlaysons Mine","Ironclad Mine, The Ironclad Lode, Finlaysons Mine;The Golden Clad Mine (Rise and Shine Mine), Golden Clad Lode",-33.424,148.801,Mine,Australia,copper,gold,NA,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM06492,Very Low,Golden King,NA,-31.785,141.751,Mine,Australia,copper,gold,silver,TRUE,NA,56,Elevated
ICMM06499,Very Low,MOUNT KELLY,MOUNT KELLY;FLYING HORSE,-19.896,139.143,Mine,Australia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06500,Moderate,MOUNT COLIN,MOUNT COLIN;Mt Colin,-20.777,140.046,Mine,Australia,copper,cobalt,gold;silver,TRUE,NA,56,Elevated
ICMM06501,Very Low,BALCOOMA,NA,-18.772,144.713,Mine,Australia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06502,Very Low,MOUNT WATSON,NA,-19.772,139.889,Mine,Australia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06503,Very Low,Great Australia,GREAT AUSTRALIA;TAIPAN,-20.721,140.506,Mine,Australia,copper,cobalt,NA,TRUE,NA,56,Elevated
ICMM06504,Moderate,LAS MINERALE,LAS MINERALE;Rocklands Group,-20.665,140.357,Mine,Australia,copper,cobalt,gold;iron ore;silver;uranium,TRUE,NA,56,Elevated
ICMM06553,High,Cannington,CANNINGTON;Cannington;Cannington;Cannington,-21.864,140.916,Mine,Australia,silver,lead,zinc,TRUE,NA,36,Elevated
ICMM06554,Moderate,BAAL GAMMON,BAAL GAMMON;Baal Gammon,-17.381,145.327,Mine,Australia,copper,indium,silver;tin,TRUE,NA,56,Elevated
ICMM06555,Moderate,DALCOUTH,DALCOUTH;MOUNT VETERAN;Mt Veteran,-17.574,145.158,Mine,Australia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM06556,Very Low,GENERAL GORDON,NA,-17.503,145.171,Mine,Australia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM06557,Very Low,EUREKA,NA,-18.01,143.998,Mine,Australia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM06558,Moderate,Wolfram Camp,WOLFRAM CAMP;Wolfram Camp,-17.085,144.97,Mine,Australia,tungsten,molybdenum,bismuth,TRUE,NA,544,High
ICMM06559,High,Mt Garnet,MOUNT GARNET;MOUNT GARNET PLANT;Mount Garnet;Mt Garnet;Mt Garnet;Mt Garnet Concentrator,-17.684,145.111,Mine,Australia,zinc,lead,copper;silver;gold,TRUE,NA,51,Elevated
ICMM06560,Very Low,GEORGE FISHER SOUTH,GEORGE FISHER SOUTH;GEORGE FISHER NORTH,-20.563,139.473,Mine,Australia,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM06567,Very Low,MOUNT GUNSON,MOUNT GUNSON;CATTLEGRID,-31.447,137.16,Mine,Australia,copper,silver,cobalt,TRUE,NA,56,Elevated
ICMM06570,Moderate,PORTIA,PORTIA;Portia,-31.436,140.452,Mine,Australia,copper,gold,lead;molybdenum;zinc,TRUE,NA,56,Elevated
ICMM06581,Very Low,Spencer Creek,NA,-41.574,144.902,Mine,Australia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM06607,Very Low,Sutters,Sutters;Wilga;Unknown;Unknown,-37.001,147.872,Mine,Australia,copper,gold,silver;zinc,TRUE,NA,56,Elevated
ICMM06609,Very Low,Great Southern Co.,Great Southern Co.;Pitcairn,-38.615,146.349,Mine,Australia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM06664,Very Low,Black Swan,Black Swan;Silver Swan,-30.393,121.644,Mine,Australia,nickel,cobalt,NA,TRUE,NA,22,Moderate
ICMM06665,High,Nickel West,Mt Keith;Nickel West;Nickel West,-27.23,120.543,Mine,Australia,nickel,cobalt,palladium;platinum;rhodium,TRUE,NA,22,Moderate
ICMM06679,Moderate,Yellow Taxi,Yellow Taxi;Central Murchison,-27.492,117.831,Mine,Australia,copper,gold,silver,TRUE,NA,56,Elevated
ICMM06682,High,Murrin Murrin,Murrin North;Murrin Murrin;Murrin Murrin HPAL;Murrin Murrin;Murrin Murrin Refinery,-28.765,121.891,Plant,Australia,nickel,cobalt,copper,NA,TRUE,22,Moderate
ICMM06700,Very Low,Murrin South,NA,-28.955,121.784,Mine,Australia,nickel,cobalt,NA,TRUE,NA,22,Moderate
ICMM06704,Very Low,Camelot North,NA,-27.686,120.648,Mine,Australia,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM06708,Very Low,Majestic,Majestic;Imperial,-30.894,121.937,Mine,Australia,copper,gold,silver,TRUE,NA,56,Elevated
ICMM06714,Very Low,PAN 1/5,PAN 1/5;PAN 1/8,-28.794,121.919,Mine,Australia,nickel,cobalt,NA,TRUE,NA,22,Moderate
ICMM06715,Very Low,Murrin East,NA,-29.073,122.176,Mine,Australia,nickel,cobalt,NA,TRUE,NA,22,Moderate
ICMM06737,Very Low,Lounge Lizard Ni,T5;Flying Fox Boxcut;Lounge Lizard Ni,-32.422,119.692,Mine,Australia,nickel,copper,cobalt,TRUE,NA,22,Moderate
ICMM06738,Moderate,Cliffs,Cliffs;Cliffs,-27.306,120.541,Mine,Australia,copper,nickel,NA,TRUE,NA,56,Elevated
ICMM06739,Very Low,Bentley,Bentley;Bentley Boxcut,-28.481,121.163,Mine,Australia,copper,gold,lead;silver;zinc,TRUE,NA,56,Elevated
ICMM06742,Very Low,Spotted Quoll UG,NA,-32.478,119.678,Mine,Australia,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM06747,High,Nova,Nova;Bollinger;Boxcut;Nova;Nova Bollinger,-31.818,123.186,Mine,Australia,nickel,copper,cobalt;platinum;silver,TRUE,NA,22,Moderate
ICMM06748,High,Odysseus N,Odysseus N;Cosmos;Cosmos,-27.596,120.577,Mine,Australia,nickel,palladium,gold;cobalt;copper;platinum,TRUE,NA,22,Moderate
ICMM06757,High,Golden Grove,Scuddles U/G;Golden Grove;Gossan Hill Oxide Pit 3;Gossan Hill U/G;Ethel;Hougoumont;Catalpa;Amity;Xantho,-28.745,116.945,Mine,Australia,copper,lead,zinc;platinum group metals;silver;gold,TRUE,NA,56,Elevated
ICMM06758,Very Low,Elverdton Dumps,NA,-33.625,120.148,Mine,Australia,copper,gold,NA,TRUE,NA,56,Elevated
ICMM06768,Very Low,Radio Hill Open Pit,NA,-20.982,116.87,Mine,Australia,copper,nickel,NA,TRUE,NA,56,Elevated
ICMM06770,Very Low,Taimyr,NA,69.548,88.334,Mine,Russia,copper,platinum,NA,TRUE,NA,56,Elevated
ICMM06772,High,Polar and Kola,Norilsk Nickel Plant;Polar and Kola;Polar Division,69.293,88.185,Mine,Russia,copper,nickel,gold;iridium;cobalt;osmium;palladium;platinum;rhodium;ruthenium;selenium;silver;tellurium,TRUE,NA,56,Elevated
ICMM06774,Very Low,Svetlor,NA,68.066,178.313,Mine,Russia,tin,tungsten,NA,TRUE,NA,33,Elevated
ICMM06775,Very Low,Iul'Tin Mine,NA,67.716,178.93,Mine,Russia,tungsten,NA,NA,TRUE,NA,544,High
ICMM06776,Very Low,Batagay,NA,67.648,134.664,Mine,Russia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM06785,Very Low,Komsomol'Skiy Mine,NA,64.998,109.999,Mine,Russia,copper,nickel,NA,TRUE,NA,56,Elevated
ICMM06790,Very Low,Ural Mountains,NA,61.944,96.578,Mine,Russia,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06792,Very Low,Khrustalny,NA,61.681,166.847,Mine,Russia,tin,NA,NA,TRUE,NA,33,Elevated
,,,,,,,,,,,,,,
ICMM06803,Very Low,Isovo Region,NA,59.081,59.768,Mine,Russia,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06808,Very Low,Gusevo Gora,NA,58.598,59.552,Mine,Russia,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06809,Very Low,Volkovo Mine,NA,58.415,60.002,Mine,Russia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06813,Very Low,Levikhin Mine,NA,57.581,59.918,Mine,Russia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06815,Very Low,Safianovsk,NA,57.498,61.501,Mine,Russia,copper,gold,NA,TRUE,NA,56,Elevated
ICMM06816,Very Low,Rezh Group,NA,57.448,61.168,Mine,Russia,cobalt,NA,NA,TRUE,NA,47,Elevated
ICMM06820,Very Low,Yuzhuralnickel Complex,NA,56.765,60.301,Mine,Russia,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM06824,Very Low,Kroutoyara River,NA,56.036,60.415,Mine,Russia,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06829,Very Low,Dzhetsky,NA,54.964,92.15,Mine,Russia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06835,Very Low,Molodyozhni Mine,NA,54.365,59.501,Mine,Russia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06837,Very Low,Kiyalykh Uzen',NA,54.331,91,Mine,Russia,copper,gold,NA,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM06842,Very Low,Sorsk,NA,54.014,90.2,Mine,Russia,copper,gold,NA,TRUE,NA,56,Elevated
ICMM06843,Very Low,Ol'Khovo,NA,53.998,92,Mine,Russia,copper,gold,cobalt,TRUE,NA,56,Elevated
ICMM06858,Very Low,Boshchekul Plant,NA,51.765,74.267,Plant,Kazakhstan,copper,NA,NA,NA,TRUE,56,Elevated
ICMM06863,Very Low,Belukha,NA,51.248,116.882,Mine,Russia,tungsten,NA,NA,TRUE,NA,544,High
ICMM06864,Very Low,Bom Gorkhom,NA,51.215,108.916,Mine,Russia,tungsten,NA,NA,TRUE,NA,544,High
ICMM06865,Very Low,Zmeinogorsk Mine,NA,51.181,82.234,Mine,Russia,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06868,Very Low,Zolotushinski,NA,50.981,81.467,Mine,Russia,copper,lead,NA,TRUE,NA,56,Elevated
ICMM06870,Very Low,Buruktal Anode Plant,NA,50.831,60.768,Plant,Russia,nickel,NA,NA,NA,TRUE,22,Moderate
ICMM06871,Very Low,Orlov Mine,NA,50.781,80.684,Mine,Kazakhstan,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06872,Very Low,Festival'Noe,NA,50.765,136.365,Mine,Russia,tin,copper,NA,TRUE,NA,33,Elevated
ICMM06874,Very Low,Nikolaevo Mine,NA,50.631,81.917,Mine,Kazakhstan,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06875,Very Low,Antonovogorsk Mine,NA,50.531,116.249,Mine,Russia,tungsten,NA,NA,TRUE,NA,544,High
,,,,,,,,,,,,,,
ICMM06877,High,Leninogorsk,Tishin;Leninogorsk Mine;Kazzinc;Leninogorsk;Ridder;Kazzinc Consolidated;Ognevka Plant,50.366,83.535,Mine;Smelter,Kazakhstan,copper,zinc,lead;silver;gold,TRUE,TRUE,56,Elevated
ICMM06883,High,Belousov Mine,Belousov Mine;Belousovsky;Novo Berezovskoe,50.128,82.504,Mine,Kazakhstan,copper,gold,silver;lead;barium;zinc,TRUE,NA,56,Elevated
ICMM06885,Moderate,Strezhanskoe,Strezhanskoe;Strezhanskoe,49.998,84,Mine,Kazakhstan,copper,gold,lead;silver;zinc,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM06887,Very Low,Novo Berezovka Mine,NA,49.965,82.667,Mine,Kazakhstan,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06888,High,Altai,Xxii Congress;Grekhov;Kazzinc;Altai;Zyryanovskoe,49.732,84.289,Mine,Kazakhstan,zinc,copper,lead;silver;gold,TRUE,NA,51,Elevated
,,,,,,,,,,,,,,
ICMM06892,Very Low,Khingansk,NA,49.115,131.199,Mine,Russia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM06893,Very Low,Duobaoshan Copper Mine,NA,49.081,125.082,Mine,China,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06894,Very Low,Erdenet,NA,48.998,104,Mine,Mongolia,copper,NA,NA,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM06899,Very Low,Koktaszhal,NA,48.365,59.168,Mine,Kazakhstan,copper,gold,NA,TRUE,NA,56,Elevated
ICMM06900,High,Zhairem,Zhayrem Polymetal;Kazzinc;Zhairem;Zhairemsky Polymetallic;Zhairem,48.269,70.214,Mine,Kazakhstan,zinc,lead,barium;manganese;copper;iron ore,TRUE,NA,51,Elevated
ICMM06902,Very Low,Zhezkent Zinc Plant,NA,48.248,79.501,Plant,Kazakhstan,zinc,NA,NA,NA,TRUE,51,Elevated
ICMM06904,Very Low,Mongol Czechoslovak Metal,NA,47.998,108.999,Mine,Mongolia,tin,NA,NA,TRUE,NA,33,Elevated
ICMM06905,Very Low,Akchatau,NA,47.981,74.034,Mine,Kazakhstan,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06906,High,Kazakhmys Mines,Dzhezkazgan Group of Mines;Kazakhmys Mines,47.799,67.4,Smelter;Refinery,Kazakhstan,copper,NA,NA,NA,TRUE,56,Elevated
ICMM06909,Very Low,Kosmurun,NA,47.415,80.001,Mine,Kazakhstan,copper,gold,NA,TRUE,NA,56,Elevated
ICMM06910,Very Low,Kara Oba,NA,47.265,72.251,Mine,Kazakhstan,tungsten,NA,NA,TRUE,NA,544,High
ICMM06914,High,Balkhash Complex,Balkhash Complex;Balkhash refinery;Balkhash smelter,46.933,74.667,Smelter;Refinery,Kazakhstan,copper,NA,NA,NA,TRUE,56,Elevated
ICMM06915,Very Low,Burentsogt,NA,46.715,111.749,Mine,Mongolia,tungsten,NA,NA,TRUE,NA,544,High
ICMM06919,Very Low,Saltohai Chromite Mine,NA,45.948,83.617,Mine,China,chromium,NA,NA,TRUE,NA,36,Elevated
ICMM06921,Very Low,Toikambetsu Hoshin,NA,45.073,142.115,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06923,Very Low,Utsunaigawa,NA,45.048,142.248,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06924,Very Low,Shirukomanaigawa,NA,45.015,142.232,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06925,Very Low,Nakatombetsu Kakuta,NA,44.979,142.357,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06926,Very Low,Toikambetsu Jugosen,NA,44.965,142.115,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06927,Very Low,Dokatanosawa,NA,44.965,142.198,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06928,Very Low,Esashi,NA,44.932,142.582,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06929,Very Low,Tombetsu River,NA,44.915,142.215,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06933,Very Low,Toikambetsu Nobukanai,NA,44.882,142.082,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06934,Very Low,Matsuneshiri,NA,44.865,142.232,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06937,Very Low,Monomanai,NA,44.632,142.198,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
,,,,,,,,,,,,,,
ICMM06942,Very Low,Shosambetsu,NA,44.532,141.798,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06943,Very Low,Soeushinai,Soeushinai;Onnebetsu Deposit,44.215,142.24,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06944,Very Low,Kitano Sawa,NA,44.165,142.398,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06945,Very Low,Hassen Deposit,NA,44.165,142.465,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06950,Very Low,Kembuchi,NA,44.024,142.382,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06951,Very Low,Horokanai,NA,43.998,142.207,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06953,Very Low,Numaushi,NA,43.965,142.182,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06957,Very Low,Horonari,NA,43.848,142.098,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06958,Very Low,Numata,NA,43.832,142.032,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
,,,,,,,,,,,,,,
ICMM06964,Very Low,Shimokawa,NA,43.448,142.438,Mine,Japan,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06969,Very Low,Obirashibe River,NA,43.048,144.515,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06970,Very Low,Yubari Gawa,NA,43.015,141.582,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06971,Very Low,Kunitomi,NA,42.998,140.682,Mine,Japan,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM06972,Very Low,"Toyoha Zn, Pb, Pyrite Mine",NA,42.982,141.082,Mine,Japan,zinc,copper,NA,TRUE,NA,51,Elevated
ICMM06973,Very Low,Hakkinzahia,NA,42.982,142.199,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06975,Very Low,Tianbaoshan Copper Deposit,NA,42.915,128.966,Mine,China,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06979,Very Low,Toyoha Mine,NA,42.811,141.041,Mine,Japan,copper,gold,NA,TRUE,NA,56,Elevated
ICMM06981,Very Low,Wanpaopen Ni/Cu Mine,NA,42.498,124.499,Mine,China,copper,NA,NA,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM06985,Moderate,Chifeng City Gold Operations,Chifeng City Gold Operations;Jintong Refinery,42.202,118.901,Refinery,China,copper,gold,NA,NA,TRUE,56,Elevated
ICMM06988,Very Low,Saru,NA,42.115,143.282,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM06990,Very Low,Hungtoushan Copper Mine,NA,42.082,124.499,Mine,China,copper,NA,NA,TRUE,NA,56,Elevated
ICMM06991,Moderate,Jinchanggoulian Gold Mine,Jinchanggoulian Gold Mine;Huizu Village;Chifeng;Aohanqi Xinruien;Jinchanggouliang,41.972,120.289,Mine,China,copper,gold,lead;silver;zinc,TRUE,NA,56,Elevated
ICMM06998,Very Low,Kyrgy12,NA,41.58,78.27,Mine,Kyrgyzstan,tin,NA,NA,TRUE,NA,33,Elevated
ICMM07004,Very Low,Huanren Copper Mine,NA,41.248,125.332,Mine,China,copper,NA,NA,TRUE,NA,56,Elevated
ICMM07010,Moderate,Sary Cheku Mine,Sary Cheku Mine;Yoshlik 1,40.832,69.667,Mine,Uzbekistan,copper,gold,lead,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM07016,Moderate,Altyn Topkan,Altyn Topkan;Yubileynoe Mine;Altyn Topkan;Alden Topcan,40.631,69.607,Mine,Tajikistan,copper,lead,silver;zinc,TRUE,NA,56,Elevated
ICMM07017,Very Low,"Oppu Zn, Pb, Cu Pyrite Mine",NA,40.549,140.115,Mine,Japan,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM07019,Very Low,Hachinoepb,NA,40.499,141.499,Mine,Japan,copper,NA,NA,TRUE,NA,56,Elevated
ICMM07023,Very Low,Furutobe Cu Zn Pb Mine,Furutobe Cu Zn Pb Mine;Ainai Zn Cu Pb Pyrite Mine,40.39,140.715,Mine,Japan,copper,zinc,silver,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM07030,Very Low,Hanaoka Pb Zn Mines,Hanaoka Pb Zn Mines;Matsuki Zn Pb Cu Mines,40.29,140.565,Mine,Japan,zinc,silver,NA,TRUE,NA,51,Elevated
ICMM07032,Very Low,Fukazawa Pb Zn Mines,NA,40.282,140.665,Mine,Japan,zinc,silver,NA,TRUE,NA,51,Elevated
ICMM07034,Very Low,Furutobe Mine,NA,40.209,140.419,Mine,Japan,copper,NA,NA,TRUE,NA,56,Elevated
ICMM07036,Very Low,Shakanai,NA,40.179,140.319,Mine,Japan,copper,gold,NA,TRUE,NA,56,Elevated
ICMM07037,Moderate,Hanawa Zn Pb Cu Hanaw Nippon,Hanawa Zn Pb Cu Hanaw Nippon;Hanawa,40.165,140.832,Mine,Japan,zinc,lead,copper,TRUE,NA,51,Elevated
ICMM07039,Very Low,Iijima,NA,39.982,140.165,Mine,Japan,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM07041,Very Low,Ingichke Mine,NA,39.832,65.834,Mine,Uzbekistan,copper,NA,NA,TRUE,NA,56,Elevated
ICMM07042,Very Low,Osarizawa,NA,39.799,140.999,Mine,Japan,copper,NA,NA,TRUE,NA,56,Elevated
ICMM07043,Very Low,Akita,NA,39.699,140.115,Mine,Japan,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM07048,Very Low,Ohmine Mine,NA,39.499,141.582,Mine,Japan,copper,gold,NA,TRUE,NA,56,Elevated
,,,,,,,,,,,,,,
ICMM07054,Very Low,Akagane Mine,NA,39.129,141.109,Mine,Japan,copper,NA,NA,TRUE,NA,56,Elevated
ICMM07056,Very Low,Jinchuan Mine,NA,38.998,100,Mine,China,nickel,NA,NA,TRUE,NA,22,Moderate
ICMM07059,Moderate,Hosokura Zn Pb Pyrite Mine,Hosokurazn;Hosokura Refinery;Hosokura Smelter; Hosokura,38.802,140.897,Mine;Smelter;Refinery,Japan,zinc,lead,copper;cadmium;antimony,TRUE,TRUE,51,Elevated
ICMM07064,Very Low,Yoshino Mine,NA,38.332,140.415,Mine,Japan,copper,NA,NA,TRUE,NA,56,Elevated
ICMM07065,Very Low,Sado Island,NA,37.999,138.415,Mine,Japan,platinum,NA,NA,TRUE,NA,54,Elevated
ICMM07067,Very Low,Mikkaichi,NA,37.565,139.982,Mine,Japan,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM07068,Very Low,Sequl,NA,37.499,126.999,Mine,South Korea,zinc,NA,NA,TRUE,NA,51,Elevated
ICMM07074,Very Low,Ssang Jeong Mine,NA,37.299,129.182,Mine,South Korea,tungsten,NA,NA,TRUE,NA,544,High
ICMM07078,Very Low,Yaguki,NA,37.232,140.715,Mine,Japan,tungsten,NA,NA,TRUE,NA,544,High
ICMM07080,Moderate,Sangdong Mine,Sangdong Mine;Sangdong;Sangdong,37.146,128.828,Mine,South Korea,tungsten,molybdenum,bismuth,TRUE,NA,544,High
ICMM07082,Very Low,Dae Hwa Mine,NA,37.078,127.797,Mine,South Korea,tungsten,NA,NA,TRUE,NA,544,High
ICMM07085,Very Low,Kamaishi Mine,NA,36.954,138.853,Mine,Japan,copper,gold,NA,TRUE,NA,56,Elevated
ICMM07086,Very Low,Okbang Operations Mine,NA,36.922,129.138,Mine,South Korea,tungsten,NA,NA,TRUE,NA,544,High
ICMM07088,Very Low,Weolag Mine,NA,36.879,128.136,Mine,South Korea,tungsten,NA,NA,TRUE,NA,544,High
